"""City"" is a required value. Please enter the city.","""Ville"" est une valeur requise. S'il vous plaît entrer le ville."
"""Country"" is a required value. Please enter the country.","""Pays"" est une valeur requise. S'il vous plaît entrer le pays."
"""Email Address"" is a required value. Please enter the email address.","""Adresse Email"" est une valeur requise. S'il vous plaît entrer le adresse email."
"""Email Address"" is not a valid email address.","""Adresse Email"" n'est pas une adresse de courriel valide."
"""First Name"" is a required value. Please enter the first name.","""Prénom"" est une valeur requise. S'il vous plaît entrez le prénom."
"""Last Name"" is a required value. Please enter the last name.","""Nom de famille"" est une valeur requise. S'il vous plaît entrer le nom de famille."
"""Nickname"" is a required value. Please enter the nickname.","""Surnom"" est une valeur requise. S'il vous plaît entrer le surnom."
"""Payment Method"" is a required value.","""Moyens de paiement"" est une valeur requise."
"""Rating"" is a required value. Please select rating.","""Classement"" est une valeur requise. S'il vous plaît choisir classement."
"""Review"" is a required value. Please enter review.","""Revoir"" est une valeur requise. S'il vous plaît entrer le revoir."
"""Shipping Method"" is a required value.","""Méthode d'expédition"" est une valeur requise."
"""State/Province"" is a required value. Please enter the state/province.","""Etat/Province"" est une valeur obligatoire. S'il vous plaît entrer dans l'état/province."
"""Street Address"" is a required value. Please enter the street address.","""Rue Adresse"" est une valeur requise. S'il vous plaît entrez l'adresse de la rue."
"""Telephone"" is a required value. Please enter the telephone.","""Téléphone"" est une valeur requise. S'il vous plaît entrer dans le téléphone."
"""Zip/Postal Code"" is a required value. Please enter the zip/postal code.","""Zip/Code Postal"" est une valeur requise. S'il vous plaît entrez le zip/code postal."
"%s offers excellent, comprehensive customer service every step of the way. Before you order, make real time inquiries through use of our live chat. Once you've made a purchase, our customer service representatives are always on-hand to answer questions through our live chat. Shop with confidence and save with %s!","%s service client complet offre un excellent moyen de chaque étape. Avant d'effectuer des requêtes en temps réel, en utilisant notre chat en direct. Une fois que vous avez acheté un produit, nos représentants du service à la clientèle prête à répondre à vos questions via notre chat live. Achetez avec confiance et sauver %s!"
"<a onclick=""history.go(-1); return false;"" href=""#"">Go back</a> to the previous page.","<a onclick=""history.go(-1); return false;"" href=""#"">Retour</a> à la page précédente."
A variety of expedited shipping methods mean there is a convenient delivery option for every budget.,GlobeUne variété de méthodes d'expédition accélérée signifie qu'il y a une option de livraison pratique pour tous les budgets.
About Us,À propos de nous
Account Dashboard,Tableau de bord du compte
Account Information,Informations sur le compte
Add New Address,Ajouter une nouvelle adresse
Add to Cart,Ajouter au panier
Add to Compare,Ajouter au comparateur
Add to Wishlist,Ajouter à mes préférés
Additional Address,Adresse complémentaires
Address Book,Carnet D'adresses
All Products,Tous Les Produits
Apply Coupon,Valider bon
Are you sure you want to delete this address?,Voulez-vous vraiment supprimer l’adresse?
Availability,Disponibilité
Back,Retour
Back to Main Product Info,Volver A La Información Del Producto Principal
Back to My Orders,Retour vers Mes commandes
Bad,Malo
Bestsellers,Les meilleures ventes
Billing Address,Adresse de facturation
Billing Information,Informations de facturation
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","En créant un compte sur notre boutique, vous pourrez passer à travers le processus d'achat rapide, stocker plusieurs adresses de livraison, consulter et suivre vos commandes dans votre compte et plus encore."
Cancel,résilier
Cancel Coupon,Annuler Coupon
Cart Subtotal,Panier Total Partiel
Categories,Catégories
Categories Sitemap,Catégories Plan Du Site
Category,Catégorie
Change Billing Address,Changer l'adresse de facturation
Change Password,Changer mot de passe
Change Shipping Address,Changer l'adresse de livraison
Checkout,Commander
Checkout Result,Résultat Commander
City,Ville
Class,Clase
Clear All,Borrar Todo
Clear Shopping Cart,Panier Clair
"Click <a href=""%s"">here</a> to continue shopping.","Cliquez <a href=""%s"">ici</a> pour continuer vos achats."
Color,Couleur
Company,L'entreprise
Company Info,SUR LA SOCIÉTÉ
Confirm New Password,Confirmez ce mot de passe
Confirm Password,Confirmez ce mot de passe
Contact Information,Données personnelles
Contact Us,Contactez-nous
Continue Shopping,Continuer Vos Achats
Convenient & Friendly Customer Service,La commodité et service à la clientèle amical
Country,Pays
Coupon (<span>%s</span>),Coupon (<span>%s</span>)
"Coupon code ""%s"" is not valid.","Le code de réduction ""%s"" n'est pas valide"
"Coupon code ""%s"" was applied.","Code promo ""%s"" a été appliqué."
Coupon code was canceled.,Code promo a été annulé.
Coupon Codes,codes de réduction
Create Account,Créer un compte
Create an Account,Créez un compte.
Create New Customer Account,Créer un nouveau compte client
Current Password,Ancien mot de passe
Currently Shopping by,Actualmente De Compras Por
Customer Login,Se connecter à la clientèle
Customer Reviews,avis
Customer Service,Service client
Date,Date
Date Added: New to Old,Fecha Alta: Lo Más Nuevo
Date Added: Old to New,Fecha Alta: Viejo A Nuevo
Default,Par Défaut
Default Addresses,Adresses préférées
Default Billing Address,Adresse de facturation préférée
Default Shipping Address,Adresse de livraison préférée
Delete Address,Supprimer L'adresse
Delivery,Livraison
Description,Descriptif
Details,Détails
Discount,Réduction
Easy & Safe Online Shopping,La commodité et service à la clientèle amical
Edit,Modifier
Edit Address,Modifier l'adresse
Email Address,Adresse E-mail
Enter your coupon code if you have one.,Veuillez entrer vôtre code de réduction
"Every %s product undergoes an extensive testing and quality control procedure, ensuring each and every item purchased meets global quality standards. %s offers only the highest quality products, allowing customers to shop with confidence.","Chaque produit subit un vaste essai %s et la procédure de contrôle de la qualité, assurer chaque article acheté est conforme aux normes mondiales de qualité. %s ne propose que des produits de haute qualité, permettant aux clients de notre produits en toute confiance."
Failure,échec
Faq,FAQ
Fast Delivery Around The Globe,La livraison rapide autour de le
Fax,Fax
Featured,Favoris
Finish,se terminer
First Name,Prénom
Follow these links to get you back on track!,Suivez ces liens pour vous remettre sur la bonne voie!
Forgot Your Password?,Mot de passe oublié ?
From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.,"A partir de votre compte Mon tableau de bord, vous avez la possibilité d'afficher un aperçu de votre activité récente et compte mettre à jour vos informations de compte. Sélectionnez un lien ci-dessous pour afficher ou modifier les informations."
Gender,Sexe
General Subscription,Abonnement Général
Good,Bueno
Gorgeous,Maravilloso
Grand Total,Grand Total
Grid,Grille
"Have no fear, help is near! There are many ways you can get back on track with Our Store.","N'ayez aucune crainte, l'aide est proche! Il ya plusieurs façons que vous pouvez obtenir sur la bonne voie avec notre magasin."
"Hello, %s!","Bonjour, %s!"
High Quality With Global Standards,De haute qualité avec des normes mondiales
Home,Accueil
"If you clicked on a link to get here, the link is outdated.","Si vous avez cliqué sur un lien pour arriver ici, le lien n'est pas à jour."
"If you have an account with us, please log in.","Si vous avez un compte avec nous, s'il vous plaît vous connecter."
"If you typed the URL directly, please make sure the spelling is correct.","Si vous avez tapé l'URL directement, s'il vous plaît assurez-vous que l'orthographe est correcte."
In stock,En Stock
Information,informations
Invalid login or password.,Mot de passe incorrect ou mot de passe.
Item(s),Produits
Items <span>%s</span> to <span>%s</span> of <span>%s</span> total,Articles <span>%s</span> à <span>%s</span> de <span>%s</span> total
JavaScript seem to be disabled in your browser.,Votre navigateur actuel JavaScript est désactivé.
Last Name,Nom
List,Liste
Log In,Connectez-vous
Log Out,Déconnexion
Login,Se connecter
Login or Create an Account,Connectez-vous ou créez un compte
Manage Addresses,Gérer les adresses
Material,Matière
More Views,Plus de vues
My Account,Mon compte
My Cart,Mon panier
My Cart (<span>%s</span> Items),Mon panier (<span>%s</span> articles)
My Dashboard,Mon tableau de bord
My Orders,Mes Commandes
My Product Reviews,Mon Product Reviews
My Recent Reviews,Mis Comentarios Recientes
Name,nom
Name: A to Z,Nom: A à Z de
Name: Z to A,Nom: de Z à A
New Address,Nouvelle Adresse
New Arrivals,Nouveautés
New Customers,Nouveau client
New Password,Nouveau Mot De Passe
New Products,Nouveaux Produits
News,Nouvelles
Newsletter Subscriptions,Abonnement à la Newsletter
Newsletters,Newsletters
Next,Suivant
Nickname,Apodo
Not Available At This Time,Non disponible pour le moment
Num,Num
Order #,Commandez #
Order #%s - %s,Commandez #%s - %s
Order Date,Date De Commande
Order Information,Informations De Commande
Order Items,Articles De Commande
Order Review,Révision De L'ordonnance
Order Status,Suivi De Commande
Order Total,Total De La Commande
Ordered: High to Low,Commandé: Par Ordre Décroissant
Ordered: Low to High,Commandé: Bas Au Plus Élevé
Ordering,Commande
Origin,Origen
Out of Stock,Rupture de stock
Page,Page
Page Not Found,page n’a pas été trouvée
Password,Mot De Passe
Paying,Pago
Payment & Shipping,Paiement Et Distribution
Payment Method,Moyens de paiement
Pending,En attendant
Place Order,Passer Une Commande
Please make sure your passwords match.,Les 2 mots de passe ne correspondent pas. Entrez les à nouveau.
Please Select,S'il vous plaît Choisir
Please select country,S'il vous plaît sélectionner le pays
"Please select region, state or province","S'il vous plaît choisir la région, état ou province"
Please specify the product's required option(s).,S'il vous plaît sélectionnez l'option de produit désirée.
Poor,Pobre
Popular Search,recherche populaire
Previous,Précédent
Price,Prix
Price: High to Low,Prix : par ordre décroissant
Price: Low to High,Prix : par ordre croissant
Privacy & Security,Politique de confidentialité
Proceed to Checkout,Passer à la caisse
Processing,traitement
Product Name,Nom Du Produit
Product Reviews,Opiniones Del Producto
Products,Produits
Products Sitemap,Plan Du Site Produits
Qty,Qté
Quick Overview,Description Rapide
Rating,Clasificación
Recent Orders,Les Commandes Récentes
Recent Viewed,Récent Vue
Registered Customers,Clients Enregistrés
Regular,Regular
Regular Price,Prix Normal
Related,Liés
Remove item,Supprimer cet article
Remove This Item,Supprimer cet article
Required Fields,Champs Obligatoires
Reset,Remettre
Returns Policy,Satisfait ou remboursé 
Review,Revisión
Reviews,avis
Save,Sauver
Save in address book,Enregistrer dans le carnet d'adresse
Save Off,Enregistrer Off
Search,Rechercher
Search entire store here...,rechercher une marque ou un article ...
"Search results for: ""%s""","Résultats de recherche pour: ""%s"""
Select a billing address from your address book or enter a new address.,Sélectionnez une adresse de facturation de votre carnet d'adresses ou entrer une nouvelle adresse.
Select a shipping address from your address book or enter a new address.,Sélectionnez une adresse de livraison à partir de votre carnet d'adresses ou entrer une nouvelle adresse.
Select Your Currency,Votre devise
Series,Serie
Ship To,Expédier à
Ship to different address,Expédier à l'adresse différente
Ship to this address,Envoyer à cette adresse
Shipping & Delivery,Distribution Et Livraison
Shipping & Handling,Expédition et de manutention
Shipping Address,Adresse De Livraison
Shipping Information,Informations Sur La Livraison
Shipping Method,Méthode D'expédition
Shop By,Trier par
Shop With Confidence & Satisfaction Guaranteed,Achetez en Toute Confiance & Satisfaction Garantie
Shopping Cart,Mon panier
Shopping cart have been updated success.,Panier d'achat ont été mis à jour le succès.
Shopping Cart is Empty,Le Panier Est Vide
"Shopping on %s is safe and secure - guaranteed! %s cares about your complete satisfaction. We offer a comprehensive return policy on all items, allowing you to shop with confidence.","Boutiques sur %s est sûr - c'est garanti! %s se soucie de votre entière satisfaction. Nous offrons une politique de retour global sur tous les points, vous permettant d'acheter en toute confiance."
Shopping Options,Opciones De Compra
Show,Afficher
Sign Up for Newsletter,Inscription À La Newsletter
Site Map,Plan Du Site
Size,Taille
Size Chart,voir le guide
Sort By,Trier Par
Spec,Especulación
Special Price,Prix ​​Spécial
Specials,Promotions
State/Province,État / Province
Status,Status
Store Home,Accueil De Cette Boutique
Street Address,Adresse
Submit,Soumettre
Submit Review,Enviar Opinión
Subtotal,Sous-total
Success,succès
Telephone,Téléphone
Thank you for registering with Our Store.,Merci de vous inscrire à notre magasin.
The account information has been saved.,Les informations de compte a été enregistré.
The address has been saved.,L’adresse a bien été sauvegardée.
The minimum password length is 6.,La longueur minimale du mot est de 6.
"The page you requested was not found, and we have a fine guess why.","La page que vous avez demandé n'a pas été trouvé, et nous avons une estimation très bien pourquoi."
The review has been saved.,La Revisión Se Ha Guardado.
The subscription has been saved.,L'abonnement a été enregistré.
There are currently no news.,Il n'y a pas de nouvelles.
There are no products matching the selection.,Il n'y a aucun produit correspondant à la sélection.
There are no sitemap matching the selection.,Il n'y a pas plan du site correspond à la sélection.
"There is <a href=""%s"">%s item(s)</a> in your cart.","Il est <a href=""%s"">%s article(s)</a> dans votre panier."
There is already an account with this email address.,Il existe déjà un compte avec cette adresse email.
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Il existe déjà un compte avec cette adresse email. Si vous êtes sûr que c'est votre adresse e-mail, <a href=""%s"">click here</a> to get your password and access your account."
There was a security error.,Il y avait une erreur de sécurité.
This good was added to your shopping cart.,Ce bien a été ajouté à votre panier.
Unit Price,Prix ​​unitaire
Update Shopping Cart,Mise À Jour Panier
Use as My Default Billing Address,Utiliser comme adresse de facturation préférée
Use as My Default Shipping Address,Utiliser comme adresse de livraison préférée
Use the search bar at the top of the page to search for your products.,Utilisez la barre de recherche située en haut de la page à la recherche de vos produits.
View All,Tout Voir
View as,Voir Aussi
View Order,Afficher La Commande
Viewed: High to Low,Vu: Élevé Au Plus Bas
Viewed: Low to High,Vu: Bas Au Plus Élevé
What can you do?,Que Pouvez-vous Faire?
"With a wide variety of payment options, %s offers convenience to customers worldwide. Purchasing options include major credit cards, debit cards, wire transfer, Western Union.","Achats en ligne simple et sécuriséAvec une variété d'options de paiement, %s commodité aux clients à travers le monde. Options d'achat comprennent les principales cartes de crédit, cartes de débit, virement bancaire, Western Union."
Write Your Own Review,Donner votre avis
Year,Année
You are currently not subscribed to any newsletter.,Vous n'êtes pas abonné à un bulletin d'information.
You are currently subscribed.,Vous êtes actuellement abonné.
You are now logged out,Vous êtes maintenant déconnecté
You have logged out and will be redirected to our homepage in 5 seconds.,Vous avez déconnecté et serez redirigé vers notre page d'accueil dans 5 secondes.
You have no additional address entries in your address book.,Vous n'avez pas d'entrées d'adresses supplémentaires dans votre carnet d'adresses.
You have no items in your shopping cart.,Vous n'avez pas d'articles dans votre panier.
You have placed no orders.,Vous avez passé aucune commande.
You have submitted no reviews.,Usted Ha Presentado Ningun Comentario.
You may also be interested in the following product(s),Vous pouvez également être intéressé par le produit suivant(s)
You must have JavaScript enabled in your browser to utilize the functionality of this website.,Vous devez activer JavaScript pour pouvoir utiliser toutes les fonctionnalités de ce site.
You will be redirected to Credit Card in a few seconds.,Vous serez redirigé vers la carte de crédit en quelques secondes.
You will be redirected to Paypal in a few seconds.,Vous allez être redirigé vers Paypal en quelques secondes.
Zip/Postal Code,Code postal
Regular,Régulier
All Category,Toutes les Catégories
Payment Methods,Modes de paiement
Help,Aide
Currency,Monnaie
My Cart (<span>%s</span>) Items,Mon panier (<span>%s</span>) articles
My Cart <span>%s</span> Items,Mon panier <span>%s</span> articles
My Cart <span>%s</span>,Mon panier <span>%s</span>
My Cart <span>%s Items</span>,Mon panier <span>%s articles</span>
Checkout Process,Caisse Processus
By <span>%s</span>,Par <span>%s</span>
Write a review,Ecrire un commentaire
Model,Modèle
Thank you for your order. The order confirm email will send within 24 hours!,Nous vous remercions de votre commande. L'email de confirmation de commande enverra dans les 24 heures!
"Sorry, your order didn't go through because of unauthorized card. Please make an order with different card.","Désolé, votre commande n'est pas passée en raison d'une carte non autorisée. S'il vous plaît faire une commande avec une carte différente."
Credit Card Payment,Paiement par carte de crédit
Order Info,Informations de commande
Order Number,Numéro de commande
Order Amount,Montant de la commande
Card Number,Numéro de carte
Expiration,Expiration
Month,Mois
Pay,Payer
Notes,Remarques
"You are now connected to a secure payment site with certificate issued by VeriSign, Your payment details will be securely transmitted to the Bank for transaction authorization in full accordance with PCI standards.",Vous êtes maintenant connecté à un site de paiement sécurisé avec un certificat émis par VeriSign. Vos informations de paiement seront transmises de manière sécurisée à la Banque pour une autorisation de transaction en accord avec les normes PCI.
