"""City"" is a required value. Please enter the city.",“城市”必填，请输入城市。
"""Country"" is a required value. Please enter the country.",“国家”必填，请输入国家。
"""Email Address"" is a required value. Please enter the email address.",“邮件地址”必填，请输入邮件地址。
"""Email Address"" is not a valid email address.",“邮件地址”是无效的。
"""First Name"" is a required value. Please enter the first name.",“名字”必填，请输入名字。
"""Last Name"" is a required value. Please enter the last name.",“姓氏”必填，请输入姓氏。
"""Nickname"" is a required value. Please enter the nickname.",“昵称”必填，请输入昵称。
"""Payment Method"" is a required value.",“付款方式”必填。
"""Rating"" is a required value. Please select rating.",“等级”必填，请输入等级。
"""Review"" is a required value. Please enter review.",“评论”必填，请输入评论。
"""Shipping Method"" is a required value.",“配送方式”必填。
"""State/Province"" is a required value. Please enter the state/province.",“州/省”必填，请输入州/省。
"""Street Address"" is a required value. Please enter the street address.",“街道地址”必填，请输入街道地址。
"""Telephone"" is a required value. Please enter the telephone.",“电话”必填，请输入电话号码。
"""Zip/Postal Code"" is a required value. Please enter the zip/postal code.",“邮政编码”必填，请输入邮政编码。
"%s offers excellent, comprehensive customer service every step of the way. Before you order, make real time inquiries through use of our live chat. Once you've made a purchase, our customer service representatives are always on-hand to answer questions through our live chat. Shop with confidence and save with %s!","%s提供优秀的、全面的客户服务在漫漫长路的每一步。在你订单,使实时查询通过使用我们的在线聊天。一旦你进行购买,我们的客户服务代表总是范本来回答问题通过我们的在线聊天。店有信心并保存与%s !"
"<a onclick=""history.go(-1); return false;"" href=""#"">Go back</a> to the previous page.","<a onclick=""history.go(-1); return false;"" href=""#"">返回</a>到前一页"
A variety of expedited shipping methods mean there is a convenient delivery option for every budget.,各种各样的加快航运方法意味着有一个方便的交付选项为每个预算。
About Us,关于我们
Account Dashboard,帐户控制面板
Account Information,帐户信息
Add New Address,添加新地址
Add to Cart,添加到购物车
Add to Compare,加入比较
Add to Wishlist,加入收藏
Additional Address,额外的地址
Address Book,地址簿
All Products,所有产品
Apply Coupon,申请优惠券
Are you sure you want to delete this address?,你确定要删除这个地址吗？
Availability,可用性
Back,返回
Back to Main Product Info,产品主要信息备份
Back to My Orders,返回我的订单
Bad,坏
Bestsellers,畅销产品
Billing Address,帐单地址
Billing Information,账单信息
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.",在我们商店创建一个账户，您将能够更快的进行订单处理，存储多个送货地址，并查看和跟踪您的订单以及更多的功能。
Cancel,取消
Cancel Coupon,取消优惠券
Cart Subtotal,购物车合计
Categories,分类
Categories Sitemap,分类站点地图
Category,类别
Change Billing Address,更改帐单地址
Change Password,更改密码
Change Shipping Address,更改送货地址
Checkout,结帐
Checkout Result,结帐结果
City,城市
Class,类别
Clear All,全部清除
Clear Shopping Cart,清除购物车
"Click <a href=""%s"">here</a> to continue shopping.","点击<a href=""%s"">这里</a>继续购物。"
Color,颜色
Company,公司
Company Info,公司信息
Confirm New Password,确认新密码
Confirm Password,确认密码
Contact Information,联系信息
Contact Us,联系我们
Continue Shopping,继续购物
Convenient & Friendly Customer Service,方便和友好的客户服务
Country,国家
Coupon (<span>%s</span>),优惠券(<span>%s</span>)
"Coupon code ""%s"" is not valid.","优惠券代码""%s""无效。"
"Coupon code ""%s"" was applied.","使用优惠券代码""%s""。"
Coupon code was canceled.,优惠券代码已被取消。
Coupon Codes,优惠券代码
Create Account,创建帐户
Create an Account,创建一个帐户
Create New Customer Account,创建新客户账户
Current Password,目前的密码
Currently Shopping by,目前购物通过
Customer Login,客户登录
Customer Reviews,顾客评论
Customer Service,顾客服务
Date,日期
Date Added: New to Old,添加日期：从新到旧
Date Added: Old to New,添加日期：从旧到新
Default,默认
Default Addresses,默认地址
Default Billing Address,默认帐单地址
Default Shipping Address,默认送货地址
Delete Address,删除地址
Delivery,交货
Description,描述
Details,详细信息
Discount,折扣
Easy & Safe Online Shopping,容易和安全的网上购物
Edit,编辑
Edit Address,编辑地址
Email Address,邮箱地址
Enter your coupon code if you have one.,如果您有优惠券代码，请输入。
"Every %s product undergoes an extensive testing and quality control procedure, ensuring each and every item purchased meets global quality standards. %s offers only the highest quality products, allowing customers to shop with confidence.","每一个%s产品经历了广泛的测试和质量控制程序,确保每一项符合全球质量标准。%s只提供最高质量的产品,让顾客购物与信心。"
Failure,失败
Faq,常问问题
Fast Delivery Around The Globe,世界各地的快速交付
Fax,传真
Featured,精选
Finish,完成
First Name,名字
Follow these links to get you back on track!,根据这些链接返回！
Forgot Your Password?,忘记密码？
From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.,从您的“我的账户控制面板”中，您有权限查看您最近活动的快照和更新您的账户信息。选择下面的链接，查看或编辑信息。
Gender,性别
General Subscription,本店快讯
Good,好
Gorgeous,豪华
Grand Total,累计
Grid,网格
"Have no fear, help is near! There are many ways you can get back on track with Our Store.",无需担心，帮助很近！在我们商店，有很多方法使您可以回到轨道。
"Hello, %s!","您好, %s!"
High Quality With Global Standards,高质量的全球标准
Home,首页
"If you clicked on a link to get here, the link is outdated.",如果您点击链接到这里，那么这个链接是过时的。
"If you have an account with us, please log in.",如果您已经有账户，请登录。
"If you typed the URL directly, please make sure the spelling is correct.",如果您直接输入URL，请确保拼写正确。
In stock,有货
Information,信息
Invalid login or password.,无效的登录名和密码。
Item(s),条数
Items <span>%s</span> to <span>%s</span> of <span>%s</span> total,条数<span>%s</span>到<span>%s</span> 总<span>%s</span>条
JavaScript seem to be disabled in your browser.,您当前的浏览器Java Script被禁用了。
Last Name,姓氏
List,列表
Log In,登录
Log Out,注销
Login,登录
Login or Create an Account,登录或创建一个帐户
Manage Addresses,管理地址
Material,材料
More Views,更多细节
My Account,我的帐户
My Cart,我的购物车
My Cart (<span>%s</span> Items),我的购物车(<span>%s</span>件)
My Dashboard,我的控制面板
My Orders,我的订单
My Product Reviews,我的产品评论
My Recent Reviews,我的最新评论
Name,名称
Name: A to Z,名字:从A到Z名字:
Name: Z to A,名字:从Z到A名字:
New Address,新地址
New Arrivals,新品
New Customers,新客户
New Password,新密码
New Products,新产品
News,新闻
Newsletter Subscriptions,订阅电子报
Newsletters,通讯
Next,下一个
Nickname,昵称
Not Available At This Time,在这时间无效
Num,号码
Order #,订单 #
Order #%s - %s,订单 #%s - %s
Order Date,订单日期
Order Information,订单信息
Order Items,订单项目
Order Review,订单评审
Order Status,我的订单状态
Order Total,订单总额
Ordered: High to Low,销量:从高到低
Ordered: Low to High,销量:从低到高
Ordering,订购
Origin,产地
Out of Stock,缺货
Page,页面
Page Not Found,页面没有找到
Password,密码
Paying,付款
Payment & Shipping,付款及运送
Payment Method,付款方式
Pending,等待中
Place Order,下订单
Please make sure your passwords match.,请确保您的密码相匹配。
Please Select,请选择
Please select country,请选择国家
"Please select region, state or province",请选择地区，州或省
Please specify the product's required option(s).,请选择产品的所需的选项。
Poor,差
Popular Search,热门搜索
Previous,上一个
Price,价格
Price: High to Low,价格:从高到低
Price: Low to High,价格:从低到高
Privacy & Security,隐私和安全
Proceed to Checkout,前往收银台
Processing,处理
Product Name,产品名称
Product Reviews,商品评论
Products,产品
Products Sitemap,产品网站地图
Qty,数量
Quick Overview,快速查看
Rating,等级
Recent Orders,最近的订单
Recent Viewed,最近浏览
Registered Customers,注册用户
Regular,定期
Regular Price,原价
Related,相关
Remove item,删除项目
Remove This Item,删除该项目
Required Fields,必填项
Reset,复位
Returns Policy,退货政策
Review,评论
Reviews,评论
Save,保存
Save in address book,保存在地址簿
Save Off,节省
Search,搜索
Search entire store here...,搜索整店在这里...
"Search results for: ""%s""","关于""%s""搜索结果"
Select a billing address from your address book or enter a new address.,从您的地址簿选择一个订单地址或是输入新地址。
Select a shipping address from your address book or enter a new address.,从您的地址簿选择一个送货地址或是输入新地址。
Select Your Currency,选择货币
Series,系列
Ship To,货物发往
Ship to different address,发往不同地址
Ship to this address,出货至这个地址
Shipping & Delivery,配送和交货
Shipping & Handling,运输和处理
Shipping Address,送货地址
Shipping Information,商品信息
Shipping Method,配送方式
Shop By,购物
Shop With Confidence & Satisfaction Guaranteed,购物信心和满意保证
Shopping Cart,购物车
Shopping cart have been updated success.,购物车已更新成功。
Shopping Cart is Empty,购物车是空的
"Shopping on %s is safe and secure - guaranteed! %s cares about your complete satisfaction. We offer a comprehensive return policy on all items, allowing you to shop with confidence.",%s上的购物安全，安全 – 保证！%s的关心您完全满意。
Shopping Options,购物选项
Show,显示
Sign Up for Newsletter,注册时事通讯
Site Map,网站地图
Size,尺码
Size Chart,尺寸表
Sort By,排序方式
Spec,规格
Special Price,特价
Specials,特价商品
State/Province,州/省州/省州/省州/省
Status,状态
Store Home,商店首页
Street Address,街道地址
Submit,提交
Submit Review,提交评论
Subtotal,小计
Success,成功
Telephone,电话
Thank you for registering with Our Store.,感谢您在我们商店注册。
The account information has been saved.,帐户信息已保存。
The address has been saved.,地址已保存。
The minimum password length is 6.,最小密码长度为6位数。最小密码长度为6位数。最小密码长度为6位数。
"The page you requested was not found, and we have a fine guess why.",这个页面您的请求无法显示，我们会仔细查看问题。
The review has been saved.,这评论已经保存
The subscription has been saved.,认购事项已保存。
There are currently no news.,目前没有任何消息。
There are no products matching the selection.,没有与选择匹配的产品。
There are no sitemap matching the selection.,没有与选择匹配的网站地图。
"There is <a href=""%s"">%s item(s)</a> in your cart.","有<a href=""%s"">%s件商品</a>在您的购物车中。"
There is already an account with this email address.,该邮箱已经被注册。
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","该邮箱已经被注册，如果您确定这是您的邮箱地址，<a href=""%s"">单击此处</a>取得您的密码并访问您的帐户。"
There was a security error.,有一个安全错误。
This good was added to your shopping cart.,产品已经添加到您的购物车。
Unit Price,单价
Update Shopping Cart,更新购物车
Use as My Default Billing Address,作为我的默认帐单地址
Use as My Default Shipping Address,作为我的默认送货地址
Use the search bar at the top of the page to search for your products.,利用页面顶部的搜索栏进行搜索您需要的产品。
View All,查看全部
View as,查看方式
View Order,查看订单
Viewed: High to Low,浏览量:从高到低浏览量:从高到低
Viewed: Low to High,浏览量:从低到高浏览量:从低到高
What can you do?,您可以做什么？
"With a wide variety of payment options, %s offers convenience to customers worldwide. Purchasing options include major credit cards, debit cards, wire transfer, Western Union.","与各种各样的支付选项,%s提供全球客户方便。采购选项包括主要的信用卡、借记卡、电汇,西联。"
Write Your Own Review,发表您的评论
Year,年份
You are currently not subscribed to any newsletter.,您目前没有订阅任何通讯。
You are currently subscribed.,您目前订阅。
You are now logged out,现在您已经退出了
You have logged out and will be redirected to our homepage in 5 seconds.,您已退出，并在5秒钟内将重新返回到我们的页面。您已退出，并在5秒钟内将重新返回到我们的页面。
You have no additional address entries in your address book.,在您的地址簿中没有额外的地址。
You have no items in your shopping cart.,您的购物车中没有产品。
You have placed no orders.,您现在没有订单。
You have submitted no reviews.,您没有提交任何评论。
You may also be interested in the following product(s),以下的产品您可能还有兴趣
You must have JavaScript enabled in your browser to utilize the functionality of this website.,你必须启用JavaScript才能够使用本网站的功能。
You will be redirected to Credit Card in a few seconds.,在几秒钟内，你会被重定向到信用卡。
You will be redirected to Paypal in a few seconds.,在几秒钟内，您将被重定向到PayPal。
Zip/Postal Code,邮政编码
Regular,普通
All Category,所有分类
Payment Methods,付款方式
Help,帮助
Currency,货币
My Cart (<span>%s</span>) Items,我的购物车(<span>%s</span>)件
My Cart <span>%s</span> Items,我的购物车<span>%s</span>件
My Cart <span>%s</span>,我的购物车<span>%s</span>
My Cart <span>%s Items</span>,我的购物车<span>%s 件</span>
Checkout Process,结帐流程
By <span>%s</span>,来自<span>%s</span>
Write a review,发表评论
Model,型号
Credit Card Payment,信用卡支付
Order Info,订单信息
Order Number,订单号
Order Amount,订单金额
Card Number,卡号
Expiration,失效日期
Month,月
Pay,付款
Notes,笔记
"You are now connected to a secure payment site with certificate issued by VeriSign, Your payment details will be securely transmitted to the Bank for transaction authorization in full accordance with PCI standards.",您现在已连接到由VeriSign颁发的证书的安全支付站点，您的付款细节将完全按照PCI标准安全地传送给银行进行交易授权。
